category,storage_type,quantity,purchase_temperature_c,moisture_level,perishability_index,household_usage_speed,shelf_life_days,wasted
eggs,fridge,7,2.2,0.198,1.6,0.452,23,0
tomato,fridge,3,5.3,0.703,6.6,0.681,6,0
milk,freezer,4,-17.9,0.944,7.65,0.176,24,1
packaged snacks,pantry,1,20.8,0.0,1.17,0.666,43,0
packaged snacks,pantry,1,23.1,0.105,1.0,0.543,62,1
rice (cooked),pantry,2,21.4,0.513,7.67,0.568,2,0
banana,pantry,1,24.4,0.572,7.7,0.897,3,0
bread,fridge,1,2.9,0.337,6.96,0.569,5,0
cheese,fridge,1,5.1,0.328,3.55,0.903,21,0
milk,fridge,8,3.4,0.991,7.63,0.229,6,0
chicken (raw),fridge,2,4.9,0.707,9.68,0.821,2,0
yogurt,freezer,1,-18.2,0.721,6.1,0.565,35,1
banana,pantry,3,23.1,0.515,8.4,0.845,2,0
fish (raw),fridge,1,7.1,0.698,10.0,0.32,2,0
rice (cooked),freezer,3,-17.8,0.574,7.22,0.52,14,0
bread,fridge,2,5.4,0.309,6.02,0.733,5,0
cooked leftovers,fridge,2,4.5,0.637,8.62,0.787,3,1
chicken (raw),freezer,6,-18.5,0.686,9.98,0.5,7,0
rice (cooked),pantry,3,23.1,0.623,7.57,0.854,2,0
citrus,fridge,4,3.6,0.426,5.12,0.6,16,0
packaged snacks,pantry,3,22.5,0.116,1.0,0.878,44,0
chicken (raw),fridge,3,2.5,0.665,9.94,0.807,2,0
tomato,fridge,3,2.0,0.758,6.53,0.943,8,0
cooked leftovers,pantry,2,21.0,0.546,9.39,0.14,2,1
berries,fridge,1,5.7,0.829,10.0,0.606,5,0
yogurt,freezer,5,-18.2,0.706,6.45,0.815,36,0
milk,fridge,3,4.9,0.905,7.6,0.478,9,0
bread,freezer,4,-18.3,0.282,7.94,0.582,17,0
cheese,freezer,2,-18.4,0.443,2.67,0.892,71,0
bread,freezer,6,-18.2,0.274,7.54,0.602,17,0
yogurt,fridge,2,3.7,0.818,5.94,0.75,10,0
root vegetables,pantry,3,22.1,0.3,2.5,0.555,15,0
citrus,pantry,6,23.4,0.31,4.54,0.776,10,0
packaged snacks,pantry,4,26.2,0.144,2.07,0.496,38,0
fish (raw),pantry,4,23.1,0.749,10.0,0.801,1,0
eggs,pantry,1,22.7,0.15,2.26,0.513,12,0
bread,fridge,3,5.5,0.294,6.86,0.933,6,0
rice (cooked),fridge,2,5.4,0.515,6.97,0.099,4,0
cooked leftovers,freezer,1,-18.0,0.573,9.03,0.559,10,0
banana,fridge,3,4.0,0.551,7.72,0.842,4,0
berries,pantry,1,21.9,0.847,8.37,0.781,3,0
cooked leftovers,freezer,1,-17.7,0.643,8.85,0.559,10,0
tomato,fridge,5,3.0,0.666,7.23,0.474,8,0
berries,fridge,4,1.3,0.723,8.82,0.886,4,0
eggs,fridge,1,2.1,0.225,2.08,0.515,29,0
bread,fridge,4,7.1,0.281,7.14,0.164,7,1
milk,freezer,1,-17.9,0.897,8.36,0.971,24,0
bread,freezer,1,-18.0,0.237,6.5,0.877,17,0
leafy greens,pantry,1,22.7,0.838,9.03,0.6,3,0
apple,fridge,4,4.2,0.428,4.2,0.185,20,0
packaged snacks,pantry,4,22.1,0.022,1.0,0.663,33,0
cheese,fridge,1,3.7,0.317,2.77,0.862,23,0
eggs,fridge,2,4.1,0.14,2.15,0.44,22,0
bread,fridge,2,2.1,0.245,7.14,0.488,4,0
citrus,fridge,5,5.7,0.412,3.7,0.85,15,0
cheese,fridge,4,7.3,0.438,3.25,0.452,21,0
leafy greens,pantry,1,23.8,0.846,8.96,0.158,3,1
leafy greens,pantry,3,22.1,0.8,9.43,0.283,3,1
tomato,freezer,1,-15.5,0.724,6.65,0.252,25,0
cheese,fridge,5,4.0,0.469,3.43,0.461,16,0
rice (cooked),fridge,1,4.2,0.548,7.69,0.782,4,0
berries,freezer,3,-18.6,0.82,8.79,0.47,17,0
milk,fridge,4,3.2,0.892,8.5,0.324,7,0
bread,pantry,1,24.9,0.37,6.53,0.527,3,0
tomato,fridge,3,6.3,0.714,7.06,0.904,7,0
leafy greens,fridge,4,6.6,0.903,8.97,0.916,5,0
rice (cooked),freezer,6,-17.6,0.507,7.29,0.586,14,0
cheese,fridge,4,5.9,0.288,2.39,0.902,19,0
bread,fridge,5,4.6,0.284,6.18,0.666,5,0
citrus,freezer,2,-14.5,0.369,3.99,0.813,48,0
fish (raw),freezer,2,-17.5,0.728,9.4,0.23,7,1
tomato,pantry,2,23.7,0.679,7.23,0.778,4,0
eggs,pantry,2,24.1,0.215,1.85,0.379,11,0
root vegetables,fridge,3,4.3,0.22,3.51,0.624,22,0
banana,freezer,3,-18.9,0.533,8.13,0.228,19,1
leafy greens,pantry,1,21.5,0.811,7.92,0.869,3,0
milk,fridge,5,5.3,0.915,8.49,0.244,7,1
eggs,fridge,1,3.6,0.26,2.33,0.925,24,0
leafy greens,fridge,2,4.8,0.891,9.03,0.927,5,0
tomato,pantry,3,22.6,0.726,7.38,0.557,3,0
leafy greens,fridge,1,4.6,0.821,9.23,0.577,6,0
leafy greens,fridge,3,4.2,0.819,9.09,0.589,5,0
bread,fridge,5,4.8,0.254,6.96,0.249,5,1
chicken (raw),freezer,4,-19.0,0.639,10.0,0.279,7,1
fish (raw),pantry,4,19.7,0.601,10.0,0.845,1,0
citrus,fridge,2,5.6,0.396,4.32,0.743,15,0
yogurt,freezer,6,-19.8,0.754,6.38,0.769,36,0
cheese,fridge,6,2.5,0.351,3.25,0.59,20,0
cheese,fridge,3,2.6,0.33,2.57,0.61,24,1
yogurt,fridge,4,5.9,0.724,7.24,0.536,9,0
fish (raw),fridge,4,3.5,0.765,9.38,0.452,2,0
leafy greens,fridge,5,4.1,0.848,9.15,0.224,4,1
rice (cooked),pantry,3,21.8,0.528,6.25,0.486,2,0
citrus,fridge,2,4.6,0.431,4.27,0.173,13,0
eggs,fridge,2,4.6,0.264,1.67,0.839,25,0
banana,fridge,4,5.2,0.634,8.31,0.885,5,0
milk,freezer,3,-17.0,1.0,8.53,0.913,26,0
citrus,pantry,1,24.4,0.336,3.28,0.606,7,0
tomato,pantry,3,22.8,0.726,6.37,0.581,5,0
cooked leftovers,fridge,5,4.1,0.553,8.4,0.492,3,0
fish (raw),fridge,5,3.8,0.683,9.99,0.215,2,0
citrus,fridge,2,4.3,0.382,4.75,0.78,16,0
eggs,fridge,3,4.5,0.273,2.39,0.374,30,1
chicken (raw),fridge,1,6.9,0.688,10.0,0.754,2,0
apple,fridge,5,3.2,0.446,4.03,0.7,20,0
yogurt,fridge,2,1.0,0.702,5.57,0.227,8,1
citrus,fridge,4,5.8,0.382,3.77,0.692,14,0
milk,fridge,4,4.6,0.794,7.93,0.232,5,0
banana,fridge,5,3.6,0.608,7.45,0.301,5,1
cheese,pantry,3,24.7,0.364,4.07,0.574,5,0
leafy greens,freezer,6,-17.9,0.856,9.36,0.56,17,0
eggs,freezer,4,-19.9,0.164,1.23,0.778,98,0
cheese,fridge,4,5.0,0.278,3.72,0.41,24,0
packaged snacks,pantry,4,21.0,0.036,1.0,0.179,36,1
leafy greens,fridge,3,4.1,0.905,9.65,0.313,5,1
yogurt,fridge,1,3.5,0.762,6.1,0.576,13,0
milk,fridge,2,5.0,0.916,7.56,0.874,7,0
yogurt,freezer,4,-19.2,0.708,7.22,0.847,34,0
root vegetables,freezer,3,-18.6,0.227,2.7,0.266,72,1
bread,pantry,2,24.1,0.324,6.12,0.268,3,1
chicken (raw),freezer,4,-19.0,0.696,10.0,0.567,7,0
root vegetables,pantry,1,22.7,0.245,2.37,0.258,9,0
bread,fridge,1,3.9,0.3,7.67,0.878,6,0
bread,freezer,2,-19.7,0.345,7.75,1.0,18,0
berries,pantry,1,25.5,0.827,9.02,0.489,3,0
berries,pantry,3,24.3,0.853,8.68,0.245,3,0
banana,fridge,6,6.0,0.521,9.13,0.51,6,0
bread,fridge,2,3.8,0.287,7.57,0.869,6,0
cheese,fridge,7,2.9,0.299,3.93,0.178,23,1
bread,pantry,1,23.2,0.265,6.47,0.494,2,0
rice (cooked),fridge,5,5.4,0.563,7.56,0.509,4,1
cheese,fridge,2,3.1,0.429,2.44,0.733,19,0
tomato,freezer,3,-15.7,0.605,6.34,0.253,23,1
root vegetables,fridge,9,2.9,0.201,3.69,0.272,23,1
cooked leftovers,fridge,6,4.0,0.61,8.83,0.484,3,0
rice (cooked),fridge,2,5.7,0.469,7.55,0.271,4,1
tomato,pantry,1,23.5,0.569,6.04,0.822,3,0
yogurt,freezer,4,-16.9,0.729,6.48,0.604,34,1
bread,fridge,3,3.2,0.263,6.72,0.225,5,1
cheese,fridge,6,5.6,0.404,2.83,0.417,17,0
citrus,fridge,1,4.9,0.403,4.23,0.88,14,1
eggs,freezer,2,-18.2,0.18,2.64,0.854,93,0
cheese,fridge,4,2.4,0.336,2.27,0.489,21,0
fish (raw),freezer,7,-18.0,0.692,10.0,0.259,7,1
citrus,pantry,2,23.7,0.431,3.23,0.81,5,0
milk,fridge,2,6.0,0.835,8.72,0.524,7,0
cheese,fridge,3,3.3,0.408,3.51,0.423,21,1
packaged snacks,freezer,1,-18.4,0.058,1.0,0.944,345,0
berries,pantry,2,23.3,0.813,9.14,0.281,2,0
citrus,freezer,2,-17.3,0.36,3.86,0.553,51,1
chicken (raw),fridge,3,5.9,0.61,9.99,0.452,2,0
apple,fridge,3,4.8,0.473,3.62,0.574,17,0
cheese,freezer,3,-20.1,0.389,2.04,0.242,74,0
rice (cooked),fridge,2,4.0,0.451,6.85,0.902,4,0
milk,fridge,3,3.1,0.877,7.88,0.323,5,1
leafy greens,pantry,5,23.3,0.888,8.29,0.627,2,0
milk,fridge,2,3.9,0.924,7.64,0.798,8,0
leafy greens,fridge,4,6.8,0.928,8.66,0.642,5,0
cooked leftovers,fridge,2,2.6,0.562,8.92,0.922,3,0
fish (raw),fridge,3,3.7,0.718,10.0,0.931,2,0
tomato,fridge,3,5.7,0.684,7.54,0.913,7,0
eggs,freezer,2,-15.4,0.186,2.6,0.471,95,0
milk,fridge,5,1.3,0.92,8.61,0.361,7,1
milk,freezer,1,-18.9,0.914,7.79,0.441,24,0
apple,fridge,3,5.0,0.43,3.76,0.608,22,0
apple,fridge,1,2.9,0.444,4.52,0.927,21,0
bread,pantry,1,22.7,0.307,7.77,0.219,3,1
chicken (raw),freezer,4,-17.0,0.703,10.0,0.414,7,0
rice (cooked),fridge,5,1.8,0.506,7.21,0.565,4,0
eggs,freezer,1,-18.3,0.246,2.4,0.277,99,0
milk,fridge,3,3.7,0.896,8.18,0.541,6,0
cheese,pantry,1,22.8,0.346,3.41,0.559,8,0
cheese,fridge,5,4.2,0.36,2.65,0.517,22,0
leafy greens,freezer,1,-15.0,0.878,8.33,0.692,17,0
chicken (raw),freezer,5,-19.0,0.687,10.0,0.291,7,1
tomato,fridge,1,2.7,0.805,7.98,0.836,7,0
cheese,fridge,5,5.8,0.266,3.44,0.281,21,1
milk,fridge,3,8.0,0.854,8.39,0.189,7,0
leafy greens,fridge,2,4.3,0.84,9.69,0.618,6,0
cheese,freezer,3,-17.4,0.363,3.17,0.513,74,1
bread,pantry,3,26.7,0.326,6.86,0.608,2,0
cheese,fridge,3,1.8,0.364,3.66,0.575,26,0
packaged snacks,pantry,2,23.9,0.038,1.32,0.889,65,0
cheese,freezer,5,-18.2,0.355,2.47,0.483,71,0
eggs,pantry,3,23.2,0.186,2.09,0.823,9,0
cheese,freezer,4,-19.4,0.295,3.14,0.653,69,0
root vegetables,fridge,3,6.2,0.216,3.23,0.757,23,0
apple,freezer,1,-16.3,0.466,4.03,0.287,74,0
apple,fridge,3,5.0,0.469,4.05,0.856,25,0
citrus,fridge,1,6.0,0.357,3.77,0.404,14,0
root vegetables,fridge,4,4.8,0.217,2.7,0.789,27,0
cheese,fridge,3,2.5,0.343,2.01,0.883,21,0
eggs,pantry,6,23.7,0.184,1.16,0.804,16,0
apple,fridge,8,5.0,0.497,4.3,0.491,21,0
leafy greens,pantry,1,25.6,0.821,9.22,0.572,3,0
leafy greens,pantry,3,26.8,0.823,9.24,0.944,3,0
leafy greens,freezer,8,-19.2,0.865,9.08,0.527,18,0
eggs,fridge,2,3.3,0.218,2.64,0.542,27,0
root vegetables,pantry,4,23.6,0.191,3.54,0.11,17,1
cooked leftovers,fridge,3,4.9,0.577,9.29,0.491,3,1
apple,fridge,3,1.3,0.452,4.62,0.5,23,0
root vegetables,pantry,1,22.2,0.222,2.65,0.585,15,0
milk,fridge,2,5.6,0.904,7.73,0.292,5,1
cheese,freezer,4,-17.9,0.427,2.61,0.316,74,0
fish (raw),fridge,9,3.8,0.741,9.71,0.602,2,1
citrus,fridge,1,3.7,0.394,4.08,0.487,15,0
cheese,freezer,1,-15.4,0.227,4.22,0.908,69,0
apple,fridge,2,3.9,0.522,3.92,0.513,19,0
milk,freezer,3,-16.7,0.916,7.46,0.872,25,0
packaged snacks,pantry,1,22.5,0.072,1.0,0.911,63,0
chicken (raw),fridge,1,3.7,0.66,10.0,0.71,2,0
banana,freezer,1,-21.3,0.565,9.06,0.821,18,0
citrus,pantry,2,20.1,0.442,3.8,0.226,8,1
packaged snacks,pantry,4,24.6,0.078,1.77,0.22,65,0
rice (cooked),fridge,1,2.7,0.533,6.52,0.81,3,0
banana,fridge,3,4.6,0.573,8.37,0.817,6,0
tomato,pantry,2,23.1,0.723,6.94,0.591,4,0
cheese,fridge,3,4.0,0.277,3.25,0.933,19,0
banana,fridge,6,3.2,0.601,8.04,0.773,6,0
eggs,pantry,3,23.6,0.183,1.54,0.557,12,0
leafy greens,pantry,6,21.1,0.828,8.91,0.493,3,0
banana,pantry,1,24.6,0.644,7.65,0.785,3,0
root vegetables,fridge,3,4.3,0.211,3.09,0.548,19,0
milk,fridge,2,3.4,0.871,7.41,0.473,6,0
cheese,fridge,3,3.8,0.378,2.71,0.547,18,0
bread,freezer,4,-16.9,0.326,6.64,0.905,18,0
cooked leftovers,fridge,2,3.5,0.578,9.61,0.657,2,0
citrus,pantry,3,22.3,0.336,3.42,0.192,9,1
root vegetables,pantry,1,24.2,0.226,3.01,0.835,15,0
cooked leftovers,pantry,2,20.1,0.58,8.39,0.846,2,0
rice (cooked),pantry,1,22.4,0.53,6.8,0.378,2,1
leafy greens,fridge,3,6.0,0.909,8.75,0.826,4,0
cooked leftovers,pantry,1,23.7,0.625,8.98,0.499,3,0
milk,fridge,1,5.7,0.93,8.24,0.909,7,0
rice (cooked),pantry,3,24.2,0.466,6.84,0.517,2,0
yogurt,freezer,4,-18.7,0.743,6.27,0.602,35,0
rice (cooked),fridge,3,2.8,0.526,6.9,0.555,3,0
cooked leftovers,fridge,1,3.5,0.601,9.28,0.575,3,0
eggs,fridge,5,4.3,0.209,1.04,0.778,28,0
milk,pantry,5,25.0,0.871,8.04,0.6,4,1
chicken (raw),freezer,3,-16.7,0.595,10.0,0.252,7,1
packaged snacks,fridge,5,3.3,0.067,1.0,0.703,88,0
cheese,fridge,2,3.8,0.317,3.29,0.263,15,1
apple,pantry,2,24.1,0.332,3.27,0.482,10,0
leafy greens,pantry,1,24.6,0.904,8.83,0.984,2,0
chicken (raw),fridge,5,3.9,0.724,9.81,0.525,2,0
yogurt,fridge,1,3.0,0.87,5.64,0.907,11,0
cheese,fridge,4,2.7,0.322,3.24,0.611,21,1
berries,freezer,1,-17.8,0.842,8.78,0.264,18,1
bread,pantry,1,23.5,0.259,6.67,0.239,3,0
citrus,pantry,3,23.1,0.468,4.05,0.742,7,0
rice (cooked),pantry,4,22.3,0.57,6.23,0.666,2,0
cheese,fridge,1,4.8,0.352,3.11,0.713,20,0
apple,pantry,2,21.5,0.448,4.05,0.265,13,1
tomato,pantry,3,21.5,0.768,6.86,0.858,5,0
packaged snacks,pantry,1,22.6,0.059,1.0,0.912,63,0
berries,fridge,3,4.4,0.767,9.43,0.147,6,0
fish (raw),freezer,2,-21.2,0.795,9.56,0.829,7,0
leafy greens,pantry,3,20.0,0.785,8.33,0.455,3,1
tomato,freezer,2,-17.4,0.68,6.7,0.746,24,0
rice (cooked),fridge,1,5.9,0.619,7.21,0.67,3,0
eggs,fridge,2,4.1,0.257,2.76,0.283,27,1
rice (cooked),fridge,2,4.0,0.557,7.21,0.249,5,0
rice (cooked),pantry,5,23.6,0.501,7.98,0.56,2,0
citrus,fridge,2,5.3,0.428,3.58,0.518,16,0
leafy greens,fridge,1,5.7,0.826,8.8,0.174,4,0
leafy greens,fridge,2,3.5,0.846,9.31,0.453,5,0
chicken (raw),freezer,7,-18.6,0.63,9.88,0.687,7,0
root vegetables,fridge,1,3.3,0.303,3.6,0.825,17,0
milk,freezer,4,-16.5,0.93,8.1,0.861,24,0
yogurt,freezer,3,-21.3,0.782,5.78,0.488,34,0
yogurt,freezer,1,-17.1,0.718,5.63,0.595,34,0
yogurt,fridge,1,4.8,0.677,6.31,0.239,10,0
chicken (raw),fridge,5,3.1,0.594,9.59,0.855,2,0
tomato,fridge,2,5.5,0.673,7.05,0.529,6,0
cheese,fridge,3,6.5,0.424,3.95,0.534,17,0
cheese,freezer,2,-18.3,0.351,3.01,0.511,71,0
rice (cooked),fridge,1,6.2,0.468,7.24,0.323,4,1
yogurt,fridge,1,7.4,0.73,5.19,0.514,10,0
root vegetables,pantry,1,23.1,0.236,4.07,0.689,11,0
eggs,fridge,2,6.0,0.168,2.66,0.458,27,1
yogurt,fridge,6,4.9,0.815,5.84,0.198,11,1
fish (raw),fridge,1,4.4,0.664,10.0,0.624,2,0
cooked leftovers,fridge,3,4.2,0.636,9.65,0.478,3,1
milk,fridge,1,4.6,0.895,7.9,0.254,6,1
tomato,freezer,4,-19.2,0.643,7.85,0.252,26,0
yogurt,freezer,8,-15.7,0.804,6.07,0.217,34,0
chicken (raw),freezer,5,-16.7,0.616,10.0,1.0,7,0
eggs,fridge,3,3.6,0.292,1.44,0.228,28,1
banana,freezer,2,-17.5,0.598,8.65,0.827,16,0
leafy greens,fridge,1,2.1,0.814,9.32,0.911,5,0
apple,pantry,5,22.5,0.448,4.32,0.969,13,0
tomato,freezer,5,-18.0,0.672,7.15,1.0,22,0
banana,fridge,9,5.0,0.462,7.57,0.535,5,0
tomato,fridge,4,1.3,0.639,6.92,0.749,5,0
yogurt,freezer,2,-17.4,0.726,5.73,0.884,34,0
fish (raw),fridge,6,3.6,0.628,10.0,0.574,2,0
bread,fridge,3,5.3,0.325,7.02,0.345,4,0
fish (raw),pantry,2,22.6,0.61,10.0,0.631,2,0
citrus,fridge,6,5.3,0.475,3.59,0.916,13,0
banana,fridge,4,4.1,0.544,7.9,0.576,5,0
apple,fridge,3,4.8,0.438,3.26,0.818,22,0
packaged snacks,pantry,5,23.2,0.106,1.6,0.86,30,0
cooked leftovers,fridge,4,2.1,0.607,8.39,0.519,3,0
root vegetables,fridge,3,1.1,0.314,2.81,0.181,24,1
bread,pantry,2,25.3,0.266,7.46,0.508,3,0
eggs,pantry,5,25.0,0.229,1.28,0.788,17,0
leafy greens,pantry,4,22.0,0.905,9.29,0.537,3,1
tomato,pantry,2,21.2,0.681,6.73,0.6,4,1
cooked leftovers,fridge,4,5.3,0.532,8.15,0.865,3,0
yogurt,pantry,3,22.4,0.767,5.79,0.907,7,0
berries,pantry,2,24.7,0.755,8.43,0.25,2,1
tomato,freezer,1,-19.4,0.716,6.69,0.277,24,0
rice (cooked),pantry,2,24.8,0.586,6.89,0.598,2,0
berries,freezer,2,-15.4,0.787,9.22,0.661,17,0
apple,fridge,4,5.5,0.405,4.04,0.796,18,0
apple,pantry,2,24.1,0.454,3.87,0.216,12,1
rice (cooked),pantry,4,24.0,0.558,7.32,0.865,2,0
leafy greens,fridge,3,7.9,0.804,10.0,0.918,6,0
citrus,freezer,1,-18.0,0.376,3.79,0.933,48,0
banana,fridge,4,4.2,0.563,7.8,0.626,6,0
cooked leftovers,fridge,2,3.1,0.522,8.48,0.342,3,1
berries,freezer,3,-16.7,0.908,8.42,0.55,18,0
cheese,fridge,4,3.8,0.289,3.11,0.671,20,0
citrus,fridge,2,4.1,0.368,4.25,0.262,14,0
packaged snacks,pantry,3,24.8,0.167,1.0,0.31,38,1
leafy greens,fridge,5,3.3,0.879,9.46,0.549,6,0
citrus,fridge,2,5.5,0.468,3.53,0.431,16,0
packaged snacks,pantry,4,20.5,0.068,1.0,0.84,40,0
fish (raw),freezer,4,-18.5,0.782,9.15,0.578,7,0
citrus,fridge,6,2.9,0.34,4.09,0.842,16,0
packaged snacks,pantry,4,23.8,0.081,1.0,0.881,73,0
yogurt,freezer,2,-17.2,0.722,6.16,0.837,34,0
cooked leftovers,pantry,7,25.2,0.709,9.39,0.161,2,1
chicken (raw),freezer,6,-15.4,0.707,9.81,0.492,7,0
yogurt,fridge,4,6.6,0.748,6.39,0.448,11,0
milk,fridge,7,3.2,0.87,7.75,0.61,8,1
packaged snacks,pantry,3,25.1,0.011,1.0,0.779,35,0
cooked leftovers,pantry,4,23.1,0.584,8.19,0.441,2,0
eggs,fridge,3,4.1,0.238,1.0,0.473,30,0
citrus,fridge,4,4.9,0.454,4.51,0.5,11,0
banana,pantry,4,25.7,0.627,8.04,0.826,4,0
yogurt,fridge,7,3.4,0.774,5.76,0.483,9,0
chicken (raw),freezer,1,-16.6,0.759,9.61,0.541,7,0
rice (cooked),fridge,2,1.8,0.548,6.19,1.0,4,0
apple,pantry,5,23.3,0.452,4.12,0.499,12,0
banana,pantry,4,24.8,0.551,7.73,0.453,3,0
cheese,fridge,3,4.2,0.402,2.58,0.431,17,0
berries,pantry,3,24.2,0.792,8.7,0.784,2,0
cheese,pantry,1,23.2,0.26,3.48,0.687,9,0
tomato,fridge,2,5.1,0.72,6.52,0.487,6,0
eggs,fridge,5,1.9,0.248,1.99,0.456,37,0
packaged snacks,pantry,3,24.5,0.096,1.0,0.804,42,0
leafy greens,freezer,4,-18.9,0.888,8.7,0.549,17,0
apple,freezer,5,-19.2,0.471,3.75,0.57,75,0
packaged snacks,freezer,6,-17.0,0.04,1.0,0.655,330,0
apple,pantry,4,22.9,0.486,5.19,0.235,10,1
bread,fridge,9,6.1,0.229,7.97,0.469,5,0
eggs,pantry,5,22.6,0.126,1.96,0.312,9,0
milk,fridge,1,6.0,0.88,6.9,0.208,9,1
cheese,freezer,4,-19.8,0.344,3.5,0.595,73,1
yogurt,fridge,2,2.9,0.804,6.57,0.455,11,0
citrus,fridge,3,5.2,0.345,4.28,0.172,13,1
banana,fridge,2,1.4,0.486,6.42,0.168,5,0
banana,freezer,3,-19.5,0.554,8.17,0.432,19,0
rice (cooked),fridge,3,4.1,0.612,7.33,0.816,4,0
packaged snacks,pantry,2,25.6,0.063,1.0,0.246,25,0
cheese,fridge,2,2.9,0.335,3.43,0.883,28,0
berries,fridge,1,2.9,0.813,9.12,0.71,5,0
yogurt,freezer,2,-14.0,0.756,6.56,0.68,35,0
root vegetables,fridge,4,6.3,0.276,3.78,0.518,20,0
tomato,fridge,3,4.3,0.672,6.86,0.408,6,1
yogurt,freezer,1,-18.8,0.835,5.42,0.833,34,0
fish (raw),fridge,3,4.8,0.768,10.0,0.478,2,0
apple,freezer,3,-18.0,0.462,4.12,0.641,76,0
citrus,freezer,1,-19.2,0.436,3.94,0.801,48,0
citrus,fridge,3,5.2,0.386,3.66,0.603,16,0
packaged snacks,pantry,3,23.9,0.091,1.34,0.264,28,1
packaged snacks,pantry,4,22.3,0.16,1.0,0.744,35,0
chicken (raw),fridge,2,3.9,0.687,9.55,0.556,2,0
milk,freezer,3,-17.2,0.858,7.5,0.624,23,0
rice (cooked),pantry,8,24.3,0.431,6.94,0.618,2,0
citrus,freezer,3,-18.6,0.437,4.65,0.52,52,0
fish (raw),freezer,4,-19.0,0.783,10.0,0.221,7,1
packaged snacks,pantry,4,23.6,0.051,1.0,0.559,44,0
tomato,pantry,5,20.8,0.66,7.21,0.531,4,1
banana,fridge,4,7.2,0.589,8.14,0.562,4,0
apple,freezer,4,-18.2,0.545,3.71,0.148,71,1
cooked leftovers,pantry,4,23.6,0.654,9.24,0.13,2,1
eggs,fridge,1,2.4,0.203,2.23,0.951,23,0
tomato,freezer,5,-16.2,0.634,7.42,0.835,25,0
bread,fridge,1,1.9,0.373,7.36,0.753,6,0
apple,freezer,4,-18.3,0.394,4.29,0.854,76,0
chicken (raw),fridge,4,4.6,0.651,10.0,0.573,2,0
banana,fridge,1,5.0,0.444,8.62,0.458,5,0
rice (cooked),pantry,2,21.0,0.595,7.35,0.159,2,1
packaged snacks,pantry,2,24.1,0.072,1.0,0.295,43,1
root vegetables,pantry,2,22.4,0.328,2.84,0.61,10,0
bread,fridge,3,4.8,0.303,6.42,0.321,5,1
banana,freezer,4,-18.7,0.632,8.68,0.526,18,0
leafy greens,pantry,2,24.0,0.839,9.65,0.602,3,0
packaged snacks,pantry,5,21.5,0.0,1.27,0.539,53,0
bread,fridge,3,4.5,0.372,7.48,0.898,4,0
milk,freezer,2,-16.0,0.945,7.99,0.786,24,0
cooked leftovers,pantry,3,23.6,0.571,8.61,0.797,2,0
apple,fridge,4,2.5,0.452,4.02,0.788,17,0
chicken (raw),freezer,1,-19.7,0.614,9.38,0.488,7,0
eggs,pantry,4,23.4,0.249,2.28,0.525,18,0
chicken (raw),pantry,3,22.6,0.69,9.71,0.241,1,0
tomato,fridge,6,3.8,0.753,6.99,1.0,7,0
citrus,fridge,1,3.3,0.467,4.34,0.25,14,1
cheese,fridge,3,4.0,0.413,3.47,0.375,17,0
banana,freezer,3,-16.7,0.569,8.42,0.512,17,0
apple,pantry,3,23.2,0.431,4.31,0.512,10,0
milk,fridge,7,3.4,0.93,8.16,0.531,7,0
citrus,pantry,5,21.1,0.358,3.96,0.88,3,0
berries,fridge,5,3.4,0.732,8.1,0.836,5,0
banana,fridge,1,5.6,0.597,7.41,0.95,5,0
yogurt,freezer,2,-20.5,0.781,6.28,0.268,36,0
citrus,pantry,4,20.1,0.41,4.05,0.239,7,0
tomato,freezer,3,-16.9,0.666,6.89,0.484,23,0
tomato,pantry,1,22.5,0.757,6.74,0.271,4,0
yogurt,fridge,1,1.5,0.807,6.44,0.535,12,0
chicken (raw),freezer,2,-17.3,0.662,9.19,0.663,7,0
leafy greens,fridge,4,2.8,0.829,9.3,0.168,5,1
chicken (raw),fridge,6,3.5,0.632,9.78,0.869,2,0
cheese,freezer,3,-19.2,0.342,2.43,0.197,74,0
rice (cooked),fridge,6,5.4,0.598,6.86,0.809,3,0
tomato,freezer,1,-18.7,0.679,6.9,0.786,26,0
bread,pantry,2,24.4,0.295,7.47,0.887,4,0
root vegetables,fridge,4,4.6,0.32,2.97,0.172,23,1
cooked leftovers,fridge,5,-0.6,0.627,9.33,0.605,3,0
cheese,freezer,2,-18.6,0.299,3.09,0.776,78,0
yogurt,fridge,4,3.9,0.773,6.26,0.508,10,0
packaged snacks,pantry,6,22.1,0.04,1.12,0.24,55,1
rice (cooked),fridge,4,5.0,0.561,6.81,0.915,5,0
cheese,fridge,2,2.0,0.333,3.26,1.0,21,0
packaged snacks,pantry,4,24.1,0.065,1.08,0.58,42,1
citrus,fridge,4,2.4,0.374,3.04,0.954,14,0
eggs,freezer,4,-18.5,0.222,1.74,0.499,95,0
yogurt,fridge,7,4.4,0.735,5.89,0.582,10,0
bread,freezer,2,-18.7,0.3,5.97,0.572,17,0
banana,fridge,4,2.1,0.566,7.54,0.752,4,0
chicken (raw),freezer,3,-18.7,0.786,10.0,0.759,7,0
rice (cooked),fridge,2,1.6,0.525,7.27,0.474,4,0
chicken (raw),freezer,3,-17.7,0.605,10.0,0.446,7,1
milk,freezer,1,-17.1,0.91,8.45,0.637,25,0
fish (raw),fridge,1,7.2,0.729,9.81,0.161,2,1
cooked leftovers,fridge,3,4.1,0.542,8.62,0.858,4,0
